Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Great American ghost stories,"Sixteen spine-tingling tales from the dark side of our nation's literary history include ""The Gray Champion"" by Nathaniel Hawthorne, ""Ligeia"" by Edgar Allan Poe, plus fables by Sarah Orne Jewett, Henry James, Mark Twain, Mary Wilkins Freeman, Ambrose Bierce, Edith Wharton, Willa Cather, Frank R. Stockton, Parke Godwin, and others.",['Mike Ashley'],http://books.google.com/books/content?id=xnwGzF6EE8MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=xnwGzF6EE8MC&printsec=frontcover&dq=Great+American+ghost+stories&hl=&cd=1&source=gbs_api,Courier Corporation,2008,http://books.google.com/books?id=xnwGzF6EE8MC&dq=Great+American+ghost+stories&hl=&source=gbs_api,['Fiction'],
Being Frank: My Time with Frank Zappa,"Since his untimely death from prostate cancer in 1993, the legend of iconoclastic musician Frank Zappa has continued to grow. The years following his passing have seen the publication of numerous books, both sacred and profane, which examine his life and work, but the best, and only, up-close-and-personal account of the man and his music remains the original: Nigey Lennon’s Being Frank: My Time with Frank Zappa. Musician/author Lennon maintained a personal and professional relationship with Zappa during the period which is generally agreed to have been the composer’s most creative, and she invests her recollections with considerable musical and emotional insight. The fact that Lennon is an accomplished musician and composer in her own right enables her to perceptively analyze Zappa's complex music, and her previous experience as a biographer of Mark Twain and Alfred Jarry is evident as she examines the complex conditions of Zappa's turbulent life. But above all, Being Frank is simply a great read: filled with wry humor, poignancy, and, of course, a plethora of the juicy road stories that Zappa himself didn't dare to include in his own autobiography. The e-book edition of Being Frank is certain to find a new audience for this classic title, which has been in great demand since its third print run sold out several years ago. “Irreplaceable...is the word to describe Being Frank...[Lennon's] memoir is both spiky and musically literate...Lennon’s previous books were on Mark Twain and Alfred Jarry, which indicates the kind of cultural perspective required to get a grip on Zappa: something brighter than rock-journo pedantry.” –Ben Watson, author of Frank Zappa: The Negative Dialectics of Poodle Play",['Nigey Lennon'],http://books.google.com/books/content?id=PFwDKuYFL14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PFwDKuYFL14C&printsec=frontcover&dq=Being+Frank:+My+Time+with+Frank+Zappa&hl=&cd=1&source=gbs_api,SCB Distributors,2011-03-23,https://play.google.com/store/books/details?id=PFwDKuYFL14C&source=gbs_api,['Music'],
Huckleberry Finn: A unit plan,"This unit has been designed to develop students' reading, writing, thinking, and language skills through exercises and activities related to Huckleberry Finn by Mark Twain. It includes twenty-five lessons, supported by resource materials.",['Mary B. Collins'],http://books.google.com/books/content?id=y7kdAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=y7kdAAAACAAJ&dq=Huckleberry+Finn:+A+unit+plan&hl=&cd=1&source=gbs_api,,1994-01-01,http://books.google.com/books?id=y7kdAAAACAAJ&dq=Huckleberry+Finn:+A+unit+plan&hl=&source=gbs_api,['Content area reading'],
Arthur & George (Sound Library),"Hank Morgan, a mechanic at a gun factory, is knocked unconscious and wakes up in England in the year 528. After he is captured and taken to Camelot, he is put before the knights of King Arthur’s Round Table where he is condemned to death. However, he remembers having read of an eclipse on the day of his execution and he astonishes the court by predicting the phenomenon. Hank is made minister to the ineffectual king and in an effort to bring democratic principles and mechanical knowledge to the kingdom, he strings telephone wire, starts schools, trains mechanics, and teaches journalism. He also falls in love and marries. But Hank is not popular with everyone – will someone find a way to get rid of him and send him back to his own time? Mark Twain, pseudonym of Samuel Langhorne Clemens, (1835-1910), was an American humorist, lecturer, journalist and novelist who acquired international fame for his adventure stories of boyhood, especially ""The Adventures of Tom Sawyer"" and ""The Adventures of Huckleberry Finn"" as well as for his travel narratives, especially ""The Innocents Abroad"", ""Roughing It"", and ""Life on the Mississippi"". Twain transcended the apparent limitations of his origins to become a popular public figure and one of America’s most beloved writers.",['Mark Twain'],http://books.google.com/books/content?id=tSfZDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=tSfZDQAAQBAJ&pg=PT393&dq=Arthur&hl=&cd=1&source=gbs_api,Lindhardt og Ringhof,2020-10-29,https://play.google.com/store/books/details?id=tSfZDQAAQBAJ&source=gbs_api,['Fiction'],
"The Provincial Letters (Great books of the Western World, Volume 33) (Great books of the Western World, v. 33)","Gateway to the Great Books are great writings which selections include short stories, plays, essays, scientific papers, speeches, and letters. Each selection represents a primary, original, and fundamental contribution to ones understanding of the universe and themselves. There are over 135 Authors, 225 Selections and 95 original illustrations. Selections include works from Ernest Hemingway, F. Scott Fitzgerald, T. S Eliot, Mark Twain and more. This set will help introduce oneself to good literature and the Great Books of the Western World.","['Encyclopaedia Britannica, Inc']",http://books.google.com/books/content?id=9aWcAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=9aWcAAAAQBAJ&pg=PA210&dq=The+Provincial+Letters+(Great+books+of+the+Western+World,+Volume+33)+(Great+books+of+the+Western+World,+v.+33)&hl=&cd=1&source=gbs_api","Encyclopaedia Britannica, Inc.",1990-10-01,https://play.google.com/store/books/details?id=9aWcAAAAQBAJ&source=gbs_api,['Juvenile Nonfiction'],
"The Jungle Book (Great Illustrated Classics, E224-37)","For generations, readers have enjoyed classic literature. They have delighted in the romance of Jane Austen, thrilled at the adventures of Jules Verne, and pondered the lessons of Aesop. Introduce young readers to these familiar volumes with Great Illustrated Classics. In this series, literary masterworks have been adapted for young scholars. Large, easy-to-read type and charming pen-and-ink drawings enhance the text. Students are sure to enjoy becoming acquainted with traditional literature through these well-loved classics.","['Mark Twain', 'Daniel Defae', 'Arthur Conan Doyle, Sir', 'Lucy Maud Montgomery', 'Professor Jules Verne', 'Anna Sewall', 'Jack Londen', 'Rudyard Kipling', 'Charles Dickens', 'Marry Mapes Dodge', 'Johanna Spyri', 'Victor Huga', 'H G Wells', 'Sir Walter Scott, Sir', 'Robert Louis Stevenson', 'Howard Pyle', 'James Fenimore Cooper', 'Washington Irving', 'Louisa May Alcott', 'Herman Melville', 'William Bligh', 'James Matthew Barrie', 'Oscar Wilde', 'Eleanor Porter', 'Edgar Allan Poe', 'Kate Wiggin', 'Stephen Crane', 'Frances Hodgson Burnett', 'Johann David Wyss', 'Kenneth Grahame', 'L Frank Baum', 'Jonathan Swift', 'Mary Wollstonecraft Shelley']",http://books.google.com/books/content?id=QXrRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=QXrRAAAACAAJ&dq=The+Jungle+Book+(Great+Illustrated+Classics,+E224-37)&hl=&cd=1&source=gbs_api",Abdo Publishing Company,2005-01-01,"http://books.google.com/books?id=QXrRAAAACAAJ&dq=The+Jungle+Book+(Great+Illustrated+Classics,+E224-37)&hl=&source=gbs_api",['Fiction'],
"Mark Twain: The Gilded Age and Later Novels: The Gilded Age / The American Claimant / Tom Sawyer Abroad / Tom Sawyer, Detective / No. 44, The Mysterious Stranger (Library of America)","""Against the assault of laughter nothing can stand,"" Mark Twain once wrote. In this sixth volume in The Library of America's authoritative collection of his writings-the final volume of his fiction-America's greatest humorist emerges in a surprising range of roles: as the savvy satirist of The Gilded Age, the brilliant plotter of its inventive sequel, The American Claimant, and, in two Tom Sawyer novels, as the acknowledged master revisiting his best-loved characters. Also in this volume is the authoritative version of Twain's haunting last novel, No. 44, The Mysterious Stranger, left unpublished when he died. The Gilded Age (1873), a collaboration with Hartford neighbor Charles Dudley Warner, sends up an age when vast fortunes piled up amid thriving corruption and a city Twain knew well, Washington, D.C., full of would-be power brokers and humbug. The novel also gives us one of Twain's most enduring characters, Colonel Sellers, who returns in The American Claimant (1892), an encore performance that moves beyond the worldly satire of its predecessor into realms of sheer inventive mayhem. Tom Sawyer Abroad (1894) and Tom Sawyer, Detective (1896) extend the adventures of Huck and Tom. No. 44, The Mysterious Stranger (1908), an astonishing psychic adventure set in the gothic gloom of a medieval Austrian village, offers a powerful and uncanny exploration of the powers of the human mind. LIBRARY OF AMERICA is an independent nonprofit cultural organization founded in 1979 to preserve our nation’s literary heritage by publishing, and keeping permanently in print, America’s best and most significant writing. The Library of America series includes more than 300 volumes to date, authoritative editions that average 1,000 pages in length, feature cloth covers, sewn bindings, and ribbon markers, and are printed on premium acid-free paper that will last for centuries.",['Mark Twain'],http://books.google.com/books/content?id=nVdrBV82fkkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=nVdrBV82fkkC&printsec=frontcover&dq=Mark+Twain:+The+Gilded+Age+and+Later+Novels:+The+Gilded+Age+/+The+American+Claimant+/+Tom+Sawyer+Abroad+/+Tom+Sawyer,+Detective+/+No.+44,+The+Mysterious+Stranger+(Library+of+America)&hl=&cd=1&source=gbs_api",Library of America,2002-01-07,"http://books.google.com/books?id=nVdrBV82fkkC&dq=Mark+Twain:+The+Gilded+Age+and+Later+Novels:+The+Gilded+Age+/+The+American+Claimant+/+Tom+Sawyer+Abroad+/+Tom+Sawyer,+Detective+/+No.+44,+The+Mysterious+Stranger+(Library+of+America)&hl=&source=gbs_api",['Fiction'],
Don't You Know It's 40 Below?,"In a style reminiscent of Mark Twain, this humorous, heartwarming memoir tells the story of the only family of Jewish immigrant storekeepers in a tiny Canadian village during the Great Depression and World War II. Paying tribute to the Great Canadian Prairies where he was born and reared, Kates also presents a literary microcosm of a world that no longer exists.",['Jack Kates'],http://books.google.com/books/content?id=bWFn5EKmhEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bWFn5EKmhEQC&q=Don%27t+You+Know+It%27s+40+Below%3F&dq=Don%27t+You+Know+It%27s+40+Below%3F&hl=&cd=1&source=gbs_api,,2000-08,http://books.google.com/books?id=bWFn5EKmhEQC&dq=Don%27t+You+Know+It%27s+40+Below%3F&hl=&source=gbs_api,['Immigrants'],
"Rough-hewn,","""Rough-Hewn Land tells the geologic story of the American West--the story of its rocks, rivers, mountains, earthquakes, and mineral wealth, including gold. It tells it by taking you on a 1000-mile-long field trip across the rough side of the continent from the California coast to the Rocky Mountains. This book puts you on the outcrop, geologic hammer in hand, to explore the evidence for how the spectacular, rough-hewn lands of the West came to be. When North America broke free from Eurasia and Africa some 200 million years ago, it triggered a cascade of violent geologic events that shaped the West we see today. As the west-moving continent crunched across the seabed of the ancient Pacific, islands and assorted pieces of ocean floor collected against its prow to build California--and plant gold there too. Meanwhile, mountains squeezed upward from California to Colorado, and vast quantities of molten rock seeded the crust with precious metals while spewing volcanic fire across the land. Later, the land stretched like an accordion to form the washboard-like Basin and Range province and Great Basin within it, while California began to crackle along the San Andreas fault. Throughout the West today, a near-constant drumroll of earthquakes testifies to a world still reshaping itself in response to the ceaseless movements of the Earth's tectonic plates. Rough-Hewn Land weaves these stories into the human history of the West. As we follow the adventures of John C. Frémont, Mark Twain, the Donner party, and other historic characters, we see how geologic forces have shaped human experience, just as they direct the fate of the West today""--",['Keith Heyer Meldahl'],http://books.google.com/books/content?id=pakwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=pakwDwAAQBAJ&printsec=frontcover&dq=Rough-hewn,&hl=&cd=1&source=gbs_api",Univ of California Press,2013-05,"http://books.google.com/books?id=pakwDwAAQBAJ&dq=Rough-hewn,&hl=&source=gbs_api",['History'],1.0
The Passenger Pigeon,"At the start of the nineteenth century, Passenger Pigeons were perhaps the most abundant birds on the planet, numbering literally in the billions. The flocks were so large and so dense that they blackened the skies, even blotting out the sun for days at a stretch. Yet by the end of the century, the most common bird in North America had vanished from the wild. In 1914, the last known representative of her species, Martha, died in a cage at the Cincinnati Zoo. This stunningly illustrated book tells the astonishing story of North America's Passenger Pigeon, a bird species that—like the Tyrannosaur, the Mammoth, and the Dodo—has become one of the great icons of extinction. Errol Fuller describes how these fast, agile, and handsomely plumaged birds were immortalized by the ornithologist and painter John James Audubon, and captured the imagination of writers such as James Fenimore Cooper, Henry David Thoreau, and Mark Twain. He shows how widespread deforestation, the demand for cheap and plentiful pigeon meat, and the indiscriminate killing of Passenger Pigeons for sport led to their catastrophic decline. Fuller provides an evocative memorial to a bird species that was once so important to the ecology of North America, and reminds us of just how fragile the natural world can be. Published in the centennial year of Martha’s death, The Passenger Pigeon features rare archival images as well as haunting photos of live birds.",['Errol Fuller'],http://books.google.com/books/content?id=MGuYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=MGuYDwAAQBAJ&printsec=frontcover&dq=The+Passenger+Pigeon&hl=&cd=1&source=gbs_api,Princeton University Press,2014-09-15,http://books.google.com/books?id=MGuYDwAAQBAJ&dq=The+Passenger+Pigeon&hl=&source=gbs_api,['Nature'],
Life On The Mississippi,"Offers a history of the river, describes Twain's experiences as a riverboat pilot, and shares tall tales, character sketches, and observations about the Mississippi.",['Mark Twain'],http://books.google.com/books/content?id=ZazQAPc8SZ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZazQAPc8SZ0C&printsec=frontcover&dq=Life+On+The+Mississippi&hl=&cd=1&source=gbs_api,Penguin,2009,http://books.google.com/books?id=ZazQAPc8SZ0C&dq=Life+On+The+Mississippi&hl=&source=gbs_api,['Travel'],
Seven short novels (A Bantam classic),"Gathers all sixty of Twains stories, including tall tales, mysteries, sketches, and tales of travel",['Mark Twain'],http://books.google.com/books/content?id=7ueLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7ueLDQAAQBAJ&pg=PP1&dq=Seven+short+novels+(A+Bantam+classic)&hl=&cd=1&source=gbs_api,Bantam Classics,1957,http://books.google.com/books?id=7ueLDQAAQBAJ&dq=Seven+short+novels+(A+Bantam+classic)&hl=&source=gbs_api,['Fiction'],2.0
Mark Twain: Short Stories,"Gathers all sixty of Twains stories, including tall tales, mysteries, sketches, and tales of travel",['Mark Twain'],http://books.google.com/books/content?id=7ueLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=7ueLDQAAQBAJ&pg=PP1&dq=Mark+Twain:+Short+Stories&hl=&cd=1&source=gbs_api,Bantam Classics,1957,http://books.google.com/books?id=7ueLDQAAQBAJ&dq=Mark+Twain:+Short+Stories&hl=&source=gbs_api,['Fiction'],2.0
In God We Trust : But Which One?,"The beloved, bestselling classic that became the movie, A CHRISTMAS STORY -- humorous and nostalgic Americana, reissued in a strikingly designed paperback edition. Before Garrison Keillor and Spalding Gray there was Jean Shepherd: a master monologist and writer who spun the materials of his all-American childhood into immensely resonant--and utterly hilarious--works of comic art. In God We Trust: All Others Pay Cash represents one of the peaks of his achievement, a compound of irony, affection, and perfect detail that speaks across generations. In God We Trust, Shepherd's wildly witty reunion with his Indiana hometown, disproves the adage ""You can never go back."" Bending the ear of Flick, his childhood-buddy-turned-bartender, Shepherd recalls passionately his genuine Red Ryder BB gun, confesses adolescent failure in the arms of Junie Jo Prewitt, and relives a story of man against fish that not even Hemingway could rival. From pop art to the World's Fair, Shepherd's subjects speak with a universal irony and are deeply and unabashedly grounded in American Midwestern life, together rendering a wonderfully nostalgic impression of a more innocent era when life was good, fun was clean, and station wagons roamed the earth. A comic genius who bridged the gap between James Thurber and David Sedaris, Shepherd may have accomplished for Holden, Indiana, what Mark Twain did for Hannibal, Missouri.",['Jean Shepherd'],http://books.google.com/books/content?id=cHpM9jx9roIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cHpM9jx9roIC&printsec=frontcover&dq=In+God+We+Trust+:+But+Which+One%3F&hl=&cd=1&source=gbs_api,Crown,2010-10-27,https://play.google.com/store/books/details?id=cHpM9jx9roIC&source=gbs_api,['Fiction'],17.0
The Innocents Abroad Or The New Pilgrim's Progress,,['Mark Twain'],http://books.google.com/books/content?id=8AJEAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=8AJEAAAAYAAJ&pg=PP1&dq=The+Innocents+Abroad+Or+The+New+Pilgrim%27s+Progress&hl=&cd=1&source=gbs_api,,1901,https://play.google.com/store/books/details?id=8AJEAAAAYAAJ&source=gbs_api,['Europe'],2.0
The Quotable Golfer,"THE QUOTABLE GOLFER is a rich compendium of golf quotes that reflect the history, tradition, agony, and ecstasy of the game. Organized into categories such as ""Golf Defined,"" ""The Mental Game,"" ""Men Touring,"" ""Women Touring,"" ""Caddies,"" ""Obstacles,"" and ""Practice,"" The Quotable Golfer includes words of wisdom from some of the game's most famous practitioners: Franklin Pierce Adams, Tommy Armour, Chip Beck, Winston Churchill, Raymond Floyd, Ben Hogan, Julie Inkster, Dan Jenkins, Samuel Johnson, Nancy Lopez, Arnold Palmer, Marcel Proust, John D. Rockefeller, Chi-Chi Rodriguez, Will Rogers, Dr. Bob Rotella, Mark Twain, Tom Watson, George Will, Tiger Woods, and many more.This compilation of the most incisive and timeless sayings about the sport makes a great gift for all golf enthusiasts, from duffer to professional. (5 7/8 X 6 7/8, 364 pages)",['Robert McCord'],http://books.google.com/books/content?id=YaYXvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YaYXvgAACAAJ&dq=The+Quotable+Golfer&hl=&cd=1&source=gbs_api,Lyons Press,2000,http://books.google.com/books?id=YaYXvgAACAAJ&dq=The+Quotable+Golfer&hl=&source=gbs_api,['Sports & Recreation'],
The Quotable Writer,"The art and agony of writing are captured in this captivating book, with insights by Mark Twain, Aristotle, Toni Morrison, Pearl S. Buck, and others.",['William A. Gordon'],http://books.google.com/books/content?id=tJHIPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=tJHIPQAACAAJ&dq=The+Quotable+Writer&hl=&cd=1&source=gbs_api,McGraw-Hill Companies,2000,http://books.google.com/books?id=tJHIPQAACAAJ&dq=The+Quotable+Writer&hl=&source=gbs_api,['Literary Criticism'],
"Is He Dead?: A Comedy in Three Acts (Jumping Frogs: Undiscovered, Rediscovered, and Celebrated Writings of Mark Twain)","A farcical comedy about the ""value"" of art by America's master satirist, the piece was ignored in its time, but it is stage worthy today. Introduction and notes by a well-known Twain scholar.",['Mark Twain'],http://books.google.com/books/content?id=k6cwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=k6cwDwAAQBAJ&pg=PP1&dq=Is+He+Dead%3F:+A+Comedy+in+Three+Acts+(Jumping+Frogs:+Undiscovered,+Rediscovered,+and+Celebrated+Writings+of+Mark+Twain)&hl=&cd=1&source=gbs_api",Univ of California Press,2006-06-14,"http://books.google.com/books?id=k6cwDwAAQBAJ&dq=Is+He+Dead%3F:+A+Comedy+in+Three+Acts+(Jumping+Frogs:+Undiscovered,+Rediscovered,+and+Celebrated+Writings+of+Mark+Twain)&hl=&source=gbs_api",['Drama'],
Climbing the Rigi: Rigi-Besteigung,,['Mark Twain'],,http://books.google.com/books?id=mKB5swEACAAJ&dq=Climbing+the+Rigi:+Rigi-Besteigung&hl=&cd=1&source=gbs_api,,2018-03,http://books.google.com/books?id=mKB5swEACAAJ&dq=Climbing+the+Rigi:+Rigi-Besteigung&hl=&source=gbs_api,,
Carpe Jugulum,"It is rare and splendid event when an author is elevated from the underground into the international literary establishment. In the case of England's best-known and best-loved modern satirist, that event has been long overdue. Terry Pratchett's profoundly irreverent Discworld novels satirize and celebrate every aspect of life, modern and ancient, sacred and profane. Consistent number-one bestsellers in England, they have garnered him a secure position in the pantheon of humor along with Mark Twain, Douglas Adams, Matt Groening, and Jonathan Swift. Even so distinguished an author as A. S. Byatt has sung his praises, calling Pratchett's intricate and delightful fictional Discworld ""more complicated and satisfying than Oz."" His latest satiric triumph, Carpe Jugulum, involves an exclusive royal snafu that leads to comic mayhem. In a fit of enlightenment democracy and ebullient goodwill, King Verence invites Uberwald's undead, the Magpyrs, into Lancre to celebrate the birth of his daughter. But once ensconced within the castle, these wine-drinking, garlic-eating, sun-loving modern vampires have no intention of leaving. Ever. Only an uneasy alliance between a nervous young priest and the argumentative local witches can save the country from being taken over by people with a cultivated bloodlust and bad taste in silk waistcoats. For them, there's only one way to fight. Go for the throat, or as the vampyres themselves say...Carpe Jugulum",['Terry Pratchett'],http://books.google.com/books/content?id=cdewDGNdEkcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=cdewDGNdEkcC&printsec=frontcover&dq=Carpe+Jugulum&hl=&cd=1&source=gbs_api,Harper Collins,2009-10-13,https://play.google.com/store/books/details?id=cdewDGNdEkcC&source=gbs_api,['Fiction'],57.0
Moe Howard Died For Our Sins: made-to-fit tales for the maladjusted,"READ THE BOOK. SHARE THE FAITH. PASS THE SELTZER. Nominated for the 2005 James Thurber Prize for American Humor ""...Dale Andrew White is a natural born storyteller with an especial flair for blending fantasy, whimsy, satire, and a fevered imagination into original stories that are replete with ribald humor and reader-engaging novelty. Subtitled made-to-fit tales for the maladjusted, this collection of short stories showcase a genuine and offbeat talent... Highly recommended reading!"" - Midwest Book Review ""Dale Andrew White is a devious writer and his new collection, Moe Howard Died For Our Sins, provides incriminating evidence of this. On the one hand, the flavor his tales faintly evokes the decayed ante-bellum style of Southern literature that is both lyrically humorous and self-deprecating: the sort of thing we get in Faulkners Sartoris or Mark Twains Huckleberry Finn. ... On the other hand, this is not the satire of Ambrose Bierce or H.L. Mencken. It is more like the kind of in-your-face semantic slapstick that you might expect of a George Carlin or Lenny Bruce... To open this collection is to invite trouble - and probably enjoy it. ... Excellent!"". - Rod Clark, editor of Rosebud Magazine, on BookReview.com With humor as twisted as its stories plots, Moe Howard Died For Our Sins takes readers on a rollicking, hilarious ride. Go to Hell - and see it as a tourist. Get lured into a pie-throwing cult. Peek backstage at the Second Coming. Encounter talking pigs, a tongue-twisting poet, levitating patients, militant tots and a song-and-dance act thats its own show-stopper. The misadventures just keep coming. Part fantasy, part satire, this collection of short fiction is totally bent. Stories include: ""The Dirtiest Words in the World,"" ""The Souths Greatest Writer,"" ""Lunacy Grounded,"" ""Life of the Party,"" ""Feed the Lawyers,"" ""Mrs. Reinsman Rides Again,"" ""Moe Howard Died For Our Sins"" and 12 more ""made-to-fit tales for the maladjusted"" -- all snatched from the pages of Modern Short Stories, Comic Relief, Beyond Science Fiction & Fantasy, Nuthouse and other magazines.",['Dale Andrew White'],http://books.google.com/books/content?id=ZX0O0M5RawIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=ZX0O0M5RawIC&printsec=frontcover&dq=Moe+Howard+Died+For+Our+Sins:+made-to-fit+tales+for+the+maladjusted&hl=&cd=1&source=gbs_api,Xlibris Corporation,2004-09-27,https://play.google.com/store/books/details?id=ZX0O0M5RawIC&source=gbs_api,['Humor'],1.0
"The Merry Adventures of Robin Hood (Illustrated Classic Editions, 4513)","For generations, readers have enjoyed classic literature. They have delighted in the romance of Jane Austen, thrilled at the adventures of Jules Verne, and pondered the lessons of Aesop. Introduce young readers to these familiar volumes with Great Illustrated Classics. In this series, literary masterworks have been adapted for young scholars. Large, easy-to-read type and charming pen-and-ink drawings enhance the text. Students are sure to enjoy becoming acquainted with traditional literature through these well-loved classics.","['Mark Twain', 'Daniel Defae', 'Arthur Conan Doyle, Sir', 'Lucy Maud Montgomery', 'Professor Jules Verne', 'Anna Sewall', 'Jack Londen', 'Rudyard Kipling', 'Charles Dickens', 'Marry Mapes Dodge', 'Johanna Spyri', 'Victor Huga', 'H G Wells', 'Sir Walter Scott, Sir', 'Robert Louis Stevenson', 'Howard Pyle', 'James Fenimore Cooper', 'Washington Irving', 'Louisa May Alcott', 'Herman Melville', 'William Bligh', 'James Matthew Barrie', 'Oscar Wilde', 'Eleanor Porter', 'Edgar Allan Poe', 'Kate Wiggin', 'Stephen Crane', 'Frances Hodgson Burnett', 'Johann David Wyss', 'Kenneth Grahame', 'L Frank Baum', 'Jonathan Swift', 'Mary Wollstonecraft Shelley']",http://books.google.com/books/content?id=QXrRAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=QXrRAAAACAAJ&dq=The+Merry+Adventures+of+Robin+Hood+(Illustrated+Classic+Editions,+4513)&hl=&cd=1&source=gbs_api",Abdo Publishing Company,2005-01-01,"http://books.google.com/books?id=QXrRAAAACAAJ&dq=The+Merry+Adventures+of+Robin+Hood+(Illustrated+Classic+Editions,+4513)&hl=&source=gbs_api",['Fiction'],
Ordways,"“Good writing is rare enough. Storytelling is an even rarer skill. A genuinely comic vision is beyond price. The Ordways has all three.” —Time On the annual graveyard-working day in Clarksville, Texas, families come from all over East Texas to pay respects to their loved ones. The Ordways are one such clan, and in this eloquent and original novel, our narrator recounts the story of how he and his kin arrived in this magical land where the South meets the West. The tale begins with his great-grandfather, Thomas Ordway, who lost his sight at the Battle of Shiloh and vowed to quit Tennessee forever. He crossed the Red River into Texas and stopped on the edge of the featureless prairie, a landscape too mystifying even for a sightless man. Years later, the narrator’s grandfather, Sam Ordway, was forced to leave the forest behind when his three-year-old son, Ned, was kidnapped by a neighbor. Sam scoured the vast state of Texas in search of Ned but never found the boy. The mystery of what happened to him and what his long-hoped-for return might mean to the Ordways brings William Humphrey’s brilliant second novel to its rich and satisfying conclusion. A masterful blend of comedy, tragedy, and history, The Ordways is great American fiction in the tradition of William Faulkner and Mark Twain. This ebook features an illustrated biography of William Humphrey including rare photos form the author’s estate.",['William Humphrey'],http://books.google.com/books/content?id=beYVBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=beYVBgAAQBAJ&printsec=frontcover&dq=Ordways&hl=&cd=1&source=gbs_api,Open Road Media,2015-02-17,https://play.google.com/store/books/details?id=beYVBgAAQBAJ&source=gbs_api,['Fiction'],
In Remembrance of a Special Cat: A Keepsake Memorial,"This anthology of comforting words and thoughts offers nearly fifty selections from James Herriot, Cleveland Amory, Mark Twain, Lewis Carroll, Saki, and many others -- selections chosen to support the fifty-three million cat owners who have lost their animal friend.","[""Richard F. X. O'Connor""]",http://books.google.com/books/content?id=Iv49GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Iv49GwAACAAJ&dq=In+Remembrance+of+a+Special+Cat:+A+Keepsake+Memorial&hl=&cd=1&source=gbs_api,Renaissance Books,1998-01-15,http://books.google.com/books?id=Iv49GwAACAAJ&dq=In+Remembrance+of+a+Special+Cat:+A+Keepsake+Memorial&hl=&source=gbs_api,['Biography & Autobiography'],
Classic American Short Stories,"Seventeen short masterpieces, chosen for their timeless relevance and enduring popularity, include Nathaniel Hawthorne's ""Rappaccini's Daughter,"" Edgar Allan Poe's ""The Cask of Amontillado,"" Herman Melville's ""Bartleby,"" as well as works by O. Henry, F. Scott Fitzgerald, Sherwood Anderson, Mark Twain, Stephen Crane, Jack London, Henry James, Willa Cather, Ambrose Bierce, Kate Chopin and more.",['Clarence C. Strowbridge'],http://books.google.com/books/content?id=tkWFBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=tkWFBQAAQBAJ&printsec=frontcover&dq=Classic+American+Short+Stories&hl=&cd=1&source=gbs_api,Courier Corporation,2002-05-13,http://books.google.com/books?id=tkWFBQAAQBAJ&dq=Classic+American+Short+Stories&hl=&source=gbs_api,['Literary Collections'],
